Reference,Title,Country
US8364697,"A METHOD AND SYSTEM FOR CREATION AND DYNAMIC UPDATING OF BEST DATA ARRANGEMENT IN DIGITAL DATA STORE SYSTEM
",US
US8364875,Time And Event Based Message Transmission,US
US8364935,Data processing apparatus address range dependent parallelization of instructions,US
US8364966,Digital watermark systems and methods,US
US8365372,"Piezoelectric oscillating circuit, method for manufacturing the same and filter arrangement",US
US8366282,Positioning Interfaces For Projection Display Devices,US
US8368470,"RF power amplifiers with linearization 

",US
US8368628,Balanced LED backlighting for Liquid Crystal Display (LCD),US
US8368636,Regulation of Wavelength Shift and Perceived Color of Solid State Lighting with Intensity Variation,US
US8369135,Memory circuit with crossover zones of reduced line width conductors,US
US8369263,"Geographical web browser, methods, apparatus and systems ",US
US8369275,Adaptive Allocation For Variable Bandwidth Multicarrier Communication,US
US8369363,WIRELESS METHODS AND DEVICES EMPLOYING PLURAL-BIT DATA DERIVED FROM AUDIO INFORMATION,US
US8369530,Network Set-up Device,US
US8369549,Hearing aid system adapted to selectively amplify audio signals,US
US8369581,AUTOMATIC APPEAL MEASUREMENT METHOD,US
US8369582,AUTOMATIC APPEAL MEASUREMENT SYSTEM,US
US8369659,High-Q Resonators Assembly,US
US8369708,Data Center with Free-Space Optical Communications,US
US8369710,Data processing network having an optical network interface,US
US8369967,AN ALARM SYSTEM CONTROLLER AND A METHOD FOR CONTROLLING AN ALARM SYSTEM,US
US8370221,Survey lifecycle tracking,US
US8370362,DATABASE ACCESS SYSTEM,US
US8370376,MULTIMEDIA OBJECT RETRIEVAL FROM NATURAL LANGUAGE QUERIES,US
US8370404,Distributing limited storage among a collection of media objects,US
US8370432,INITIATING AN ON-LINE MEETING VIA A WEB PAGE LINK,US
US8370446,Advertisement forwarding storage and retrieval network,US
US8370457,Network communication through a virtual domain,US
US8370604, METHOD AND SYSTEM FOR CACHING ATTRIBUTE DATA FOR MATCHING ATTRIBUTES WITH PHYSICAL ADDRESSES,US
US8370658,ADAPTIVE CONTROL OF OPERATING AND BODY BIAS VOLTAGES,US
US8370785,Software controlled transistor body bias,US
US8372093,Systems and processes for controlling inflatable members and gastric bands based on geographic location,US
US8373563,Electronic Tag and Method for Using an Electronic Tag Configured to Track at Least One Plant,US
US8373582,ADAPTIVE PATTERN RECOGNITION BASED CONTROLLER APPARATUS AND METHOD AND HUMAN-FACTORED INTERFACE THEREFORE,US
US8373781,"Image Pixel Employing Floating Base Readout Concept, And Image Sensor And Image Sensor Array Including The Image Pixel",US
US8374123,COLLISION AVOIDANCE SYSTEMS AND METHODS,US
US8374204,PROGRAMMABLE SONET FRAMING,US
US8374299,Serial cancellation receiver design for a coded signal processing engine,US
US8374491,"Methods for reading watermarks in unknown data types, and DVD drives with such functionality",US
US8374944,Method and system for enabling collaboration between advisors and clients,US
US8375092,System and method for immediate and delayed real-time communication activities using availability data from and communications through an external instant messaging system,US
US8375143,"Method Of Transcoding Content, Transcoder Unit, And Upnp Network System",US
US8375150,Fast Hdmi Switching With Conditional Reset Mechanism,US
US8375247,Handling Processor Computational Errors,US
US8375303,SYSTEM AND METHOD FOR GENERATING A WORK OF COMMUNICATION WITH SUPPLEMENTAL CONTEXT,US
US8375399,"Method, Apparatus and Computer Program to Perform Dynamic Selection of Serialization Processing Schemes",US
US8375448,Systems and Methods for Detecting A Security Breach in a Computer System,US
US8376240,Method and System for Creating and Using Barcodes,US
US8376558,Systems and Methods for Projecting in Response to Position Change of a Projection Surface,US
US8377805,"Semiconductor thin film, thin film transistor, method for manufacturing same, and manufacturing equipment of semiconductor thin film",US
US8378788,VARIABLE FREQUENCY TAG,US
US8379061,Packet-based digital display system,US
US8379120,IMAGE DEBLURRING USING A COMBINED DIFFERENTIAL IMAGE,US
US8379535,Optimization of streaming data throughput in unreliable networks,US
US8379631,"System, method and computer program product for point-to-point bandwidth conservation in an IP network ",US
US8379736,Ultra-wideband communication system and method,US
US8379875,Method For Efficient Beamforming Using A Complementary Noise Separation Filter,US
US8379908,Embedding and reading codes on objects,US
US8380481,CONVEYING DATA FROM A HARDWARE DEVICE TO A CIRCUIT SIMULATION,US
US8380609,TRADING SYSTEM WITH ELFS AND UMPIRES,US
US8380658,Determination of Extent of Congruity Between Observation of Authoring User and Observation of Receiving User,US
US8380756,Method and System for creating messages including image information,US
US8380846,AUTOMATIC CLUSTERING FOR SELF-ORGANIZING GRIDS,US
US8380862,Method and apparatus for user-specific website claiming,US
US8380901,Universal Serial Bus Hub With Wireless communication to Remote Peripheral Devices,US
US8380921,Searching a content addressable memory with modifiable comparands,US
US8381032,System-directed checkpointing implementation using a hypervisor layer,US
US8381305,Network Policy Management and Effectiveness System,US
US8384005,Systems and Methods for Selectively Projecting Information in Response to at Least One Specified Motion Associated with Pressure Applied to at Least One Projection Surface (as Amended),US
US8384322,Motor control device and motor drive system,US
US8384516,System and Method for Radio Frequency Identifier Voice Signature ,US
US8384525,Contactless Programming And Testing Of Memory Elements,US
US8384573,LOW-POWER DIGITAL-TO-ANALOG CONVERTER,US
US8385361,MULTICAST TRANSMISSION TO A RADIO ACCESS NETWORK,US
US8385588,RECORDING AUDIO METADATA FOR STORED IMAGES,US
US8385613,Biometric authentication,US
US8385691,METHOD AND APPARATUS FOR PHOTOGRAPH FINDING,US
US8385955,Permission based text messaging,US
US8386103,Electric vehicle recharging station,US
US8386145,"DEVICE, SYSTEM AND METHOD FOR CONTROLLING SPEED OF A VEHICLE USING A POSITIONAL INFORMATION DEVICE",US
US8386348,System and method for comparing and analyzing expenditures and savings over different time periods,US
US8386376,System and method using enhanced authorization data to reduce travel-related transaction fraud,US
US8386387,System and method for tracking syndication of internet content,US
US8386585,Real-time communications over data forwarding framework,US
US8386685,Apparatus and method for packet based storage virtualization,US
US8387132,Information packet communication with virtual objects,US
US8387873,System and method for mass transit merchant payment,US
US8389370,RADIATION-TOLERANT INTEGRATED CIRCUIT DEVICE AND METHOD FOR FABRICATING,US
US8390648,DISPLAY SYSTEM FOR PERSONALIZED CONSUMER GOODS,US
US8390704,IMAGE DEBLURRING USING A SPATIAL IMAGE PRIOR,US
US8391338,Methods for Estimation and Interference Cancellation for signal processing,US
US8391449,TELECOMS,US
US8391541,Steganographic encoding and detecting for video signals,US
US8391545,"SIGNAL PROCESSING OF AUDIO AND VIDEO DATA, INCLUDING ASSESSMENT OF EMBEDDED DATA",US
US8391617,EVENT RECOGNITION USING IMAGE AND LOCATION INFORMATION,US
US8391850,"Method for Forming an Audiovisual Call Identifier, a Mobile Communication Device and a Call Identifier",US
US8391851,Gestural techniques with wireless mobile phone devices,US
US8391909,Social networking system which provides notification of user location based on distance,US
US8391934,Customized Hardware Selection for a Mobile Phone,US
US8392114,Map Display System and Method,US
US8392205,Personalized Plan Development Based on One or More Reported Aspects' Association with One or More Source Users,US
US8392519,Mechanism for Managing Sequential Emails,US
US8392705,Information Source Agent Systems and Methods For Distributed Data Storage and Management Using Content Signatures,US
US8392873,Methods and apparatus for implementing model-based software solution development and integrated change management,US
US8392897,Safe computer code formats and methods for generating safe computer code,US
US8392991,PROACTIVE TEST-BASED DIFFERENTIATION METHOD AND SYSTEM TO MITIGATE LOW RATE DOS ATTACKS,US
US8393531,Application Control Based on Flexible Electronic Device Conformation Sequence Status,US
US8396001,Interactive Queued Mapping Method and System,US
US8396079,Communication units operating with various bandwidths,US
US8396472,Providing multiple data streams by different networks for the same content,US
US8396710,DISTRIBUTED VOICE USER INTERFACE,US
US8396824,Automatic data categorization with optimally spaced semantic seed terms,US
US8396931,"Interactive, multi-user media delivery system",US
US8397177,Graphic-information flow method and system for visually analyzing patterns and relationships,US
US8397223,WEB APPLICATION GENERATOR,US
US8397237,Dynamically allocating threads from a thread pool to thread boundaries configured to perform a service for an event,US
US8398488,Virtual input system,US
US8399304,THIN FILM CAPACITOR AND METHOD OF FABRICATION THEREOF,US
US8399824,Beam Power With Multipoint Broadcast,US
US8400450,Method and system for displaying stereoscopic detail-in-context presentations,US
US8400866,Voltage boosting in MRAM current drivers,US
US8400940,Splitterless multicarrier modem,US
US8401393,Data Center with Free-Space Optical Communications,US
US8401514,System and Method for Controlling an Emergency Event in a Region of Interest,US
US8401539,Servicing attributes on a mobile device,US
US8401571,Mobile Electronic System,US
US8401898,System and method for using loyalty rewards as currency,US
US8402197,Multi-port system and method for routing a data element within an interconnection fabric,US
US8402257,Alteration of Execution of a Program in Response to an Execution-Optimization Information,US
US8402427,WEB APPLICATION GENERATOR,US
US8402535,Providing Greater Access to One or More Items in Response to Determining Device Transfer,US
US8403501,Motion Responsive Devices And Systems,US
US8405469,Composite right/left (CRLH) couplers,US
US8405470,Diplexer synthesis using composite right/left-handed phase-advance/delay lines,US
US8405770,DISPLAY OF VIDEO WITH MOTION,US
US8406460,AUTOMATED TEMPLATE LAYOUT METHOD,US
US8406461,AUTOMATED TEMPLATE LAYOUT SYSTEM,US
US8406746,SERVER AND SUBSCRIBER TERMINAL FOR VOICEMAIL TRANSMISSIONS VIA PACKET SWITCHED DATA COMMUNICATION,US
US8406992,NETWORK-BASED NAVIGATION SYSTEM HAVING VIRTUAL DRIVE-THRU ADVERTISEMENTS INTEGRATED WITH ACTUAL IMAGERY FROM ALONG A PHYSICAL ROUTE,US
US8407052,Methods and systems for correcting transcribed audio files,US
US8407086,SYSTEM AND METHOD FOR CONSUMER-SELECTED ADVERTISING AND BRANDING IN INTERACTIVE MEDIA,US
US8407096,Method for ordering groups of products,US
US8407137,Pay yourself first with user guidance,US
US8407225,ORGANIZING NEARBY PICTURE HOTSPOTS,US
US8407557,"System, Method and Computer Readable Medium for Communication of Encoded Messages",US
US8407682,SOFTWARE AND METHOD THAT ENABLES SELECTION OF ONE OF A PLURALITY OF ONLINE SERVICE PROVIDERS,US
US8407722,ASYNCHRONOUS MESSAGING USING A NODE SPECIALIZATION ARCHITECTURE IN THE DYNAMIC ROUTING NETWORK,US
US8407782,DATA COPYRIGHT MANAGEMENT,US
US8407796,COMPUTER VIRUS SCREENING METHODS AND SYSTEMS,US
US8409903,Image Sensor With Improved Color Crosstalk,US
US8409963,Methods of embedding thin-film capacitors into semiconductor packages using temporary carrier layers,US
US8410528,CMOS Image Sensor,US
US8410639,Electronic Leakage Reduction Techniques,US
US8410717,"Apparatus, Method and System for Providing AC Line Power to Lighting Devices",US
US8410787,TESTING OF AN INTEGRATED CIRCUIT WITH A PLURALITY OF CLOCK DOMAINS,US
US8410927,Apparatus and method for finding a misplaced object using a database and instructions generated by a portable device,US
US8411109,System for delivering and enabling interactivity with images,US
US8411339,HOLOGRAPHIC IMAGING SYSTEMS WITH DC BALANCE,US
US8411395,Spin Valve Element And Method Of Driving Same,US
US8411590,Mesh network remote control device,US
US8411616,Pre-scan for wireless channel selection,US
US8411676,Reconfigurable compute engine interconnect fabric,US
US8411825,"Method, system, and computer program product for contacting intended customers",US
US8411830,"System, method and computer program product for extracting user profiles and habits based on speech recognition and calling history for telephone system advertising",US
US8412021,VIDEO PLAYER USER INTERFACE,US
US8412536,Methods and Apparatus for Freshness and Completeness of Information,US
US8412595,Lifecycle tracking and management using RF,US
US8412631,Cloud enabled payment processing system and method,US
US8412639,System and method for facilitating a secured financial transaction using an alternate shipping address,US
US8412802,System and method to optimize data communication in a computational network,US
US8412849,Systems and methods for lossless compression of data and high speed manipulation thereof,US
US8412917,DATA EXCHANGE AND COMMUNICATION BETWEEN EXECUTION UNITS IN A PARALLEL PROCESSOR,US
US8413160,"Systems, methods, and computer program products for transaction based load balancing",US
US8413162,MULTI-THREADING BASED ON ROLLBACK,US
US8413883,Managing stock inventory levels,US
US8415605,Digital camera with multiple pipeline signal processors,US
US8415730,Selective coupling of voltage feeds for body bias voltage in an integrated circuit device,US
US8416031,Multiple pole multiple throw switch device based on composite right and left handed metamaterial structures,US
US8416033,Compact dual-band metamaterial-based hybrid ring coupler,US
US8416038,Surface acoustic wave device and method of adjusting LC component of surface acoustic wave device,US
US8416083,NETWORKING IN A VIRTUAL SPACE,US
US8416266,Interacting with detail-in-context presentations,US
US8416729,Optimizing downlink throughput with user cooperation and scheduling in adaptive cellular networks,US
US8416847,Separate plane compression using plurality of compression methods including ZLN and ZLD methods,US
US8417258,PORTABLE COMMUNICATIONS DEVICE AND METHOD,US
US8417262,System and Method for Privacy-Enabled Mobile Locator Services With Dynamic Encounter Horizon,US
US8417263,SYSTEM AND METHOD FOR GENERATING A RECOMMENDATION ON A MOBILE DEVICE,US
US8417535,SYSTEM AND METHOD FOR CONSUMER-SELECTED ADVERTISING AND BRANDING IN INTERACTIVE MEDIA,US
US8417635,"System, method, and computer program product for saving and investing through use of transaction cards",US
US8417675,Method of Distributing Contact and Calendar Records,US
US8417740,Universal data management interface,US
US8417745,System and method for file services,US
US8417789,DISTRIBUTED ADAPTIVE NETWORK MEMORY ENGINE,US
US8417883,CONCURRENT MEMORY BANK ACCESS AND REFRESH REQUEST QUEUING,US
