patent_id	patent_title	assigneeOriginal	filingDate	publicationDate	grantDate
US8856228	System and Method for Comparison of Physical Entity Attribute Effects on Physical Environments Through in Part Social Networking Service Input	Invention Science Fund I LLC	2009-11-30	2014-10-07	2014-10-07
US8856244	Mechanism for Implementing Labels and Reminders in a Email System	Misaki Acquisitions LLC	2011-03-24	2014-10-07	2014-10-07
US8856418	RECEIVING STATION FOR MOBILE HOST EQUIPMENT,  AND METHOD OF SHARING RESOURCES USING THE STATION	Intellectual Ventures Fund 83 LLC	2006-11-27	2014-10-07	2014-10-07
US8856646	METHOD AND SYSTEM FOR ASSET TRANSITION PROJECT MANAGEMENT	Caldvor Acquisitions Ltd LLC	2008-03-27	2014-10-07	2014-10-07
US8856699	THREE DIMNESIONAL INTEGRATED CIRCUITS	Callahan Cellular LLC	2012-09-10	2014-10-07	2014-10-07
US8856870	METHODS, DEVICES, AND MEDIUMS ASSOCIATED WITH DYNAMIC FORUM GENERATION	Intellectual Ventures Fund 79 LLC	2011-01-03	2014-10-07	2014-10-07
US8856897	Method and apparatus for enabling a user to select an authentication method	SORA APPLICATIONS LLC	2012-09-18	2014-10-07	2014-10-07
US8857539	Mining Drill With Gradient Sensing	Elwha LLC	2012-09-28	2014-10-14	2014-10-14
US8857999	Projection In Response To Conformation	Invention Science Fund I LLC	2008-08-22	2014-10-14	2014-10-14
US8861531	Status Indicator for Communication Systems	Invention Science Fund I LLC	2006-12-20	2014-10-14	2014-10-14
US8861539	REPLICATING AND SWITCHING MULTICAST INTERNET PACKETS IN ROUTERS USING CROSSPOINT MEMORY SHARED BY OUTPUT PORTS	New Jersey Institute of Technology	2008-08-29	2014-10-14	2014-10-14
US8861611	HIERARCHICAL PACKING OF SYNTAX ELEMENTS	Calos Fund LLC	2008-08-15	2014-10-14	2014-10-14
US8861730	ARRANGING DATA CIPHERING IN A WIRELESS TELECOMMUNICATION SYSTEM                                                            	Intellectual Ventures I LLC	2012-08-09	2014-10-14	2014-10-14
US8862184	SYSTEM AND METHODS FOR MANAGEMENT OF MOBILE FIELD ASSETS VIA WIRELESS HANDHELD DEVICES	Riulistro Solutions NY LLC	2013-06-24	2014-10-14	2014-10-14
US8862393	Systems and Methods For Monitoring and Tracking	KONSILLUS NETWORKS LLC	2008-01-24	2014-10-14	2014-10-14
US8862594	SEARCHING DIGITAL INFORMATION AND DATABASES	University of California	2010-02-19	2014-10-14	2014-10-14
US8862666	System and method for immediate and delayed real-time communication activities using availability data from and communications through an external instant messaging system	DEVEREUX RESEARCH AB LLC	2012-12-28	2014-10-14	2014-10-14
US8863219	On screen television input management	ROBOTARMY CORPORATION	2008-12-31	2014-10-14	2014-10-14
US8863272	METHODS, DEVICES, AND MEDIUMS ASSOCIATED WITH AUXILIARY DOCUMENT CONTENT	Intellectual Ventures Fund 79 LLC	2011-01-18	2014-10-14	2014-10-14
US8863275	Access Restriction in Response to Determining Device Transfer	Elwha LLC	2011-03-30	2014-10-14	2014-10-14
US8863285	Virus Immunization Using Prioritized Routing	Invention Science Fund I LLC	2006-09-22	2014-10-14	2014-10-14
US8864330	Back light unit and liquid crystal display module using the same	COBBLER APPLICATIONS LLC	2008-03-19	2014-10-21	2014-10-21
US8866731	E-Paper Display Control Of Classified Content Based On E-Paper Conformation	Invention Science Fund I LLC	2008-09-12	2014-10-21	2014-10-21
US8867798	METHOD AND APPARATUS FOR PHOTOGRAPH FINDING	Intellectual Ventures I LLC	2013-02-25	2014-10-21	2014-10-21
US8867891	VIDEO CONCEPT CLASSIFICATION USING AUDIO-VISUAL GROUPLETS	Intellectual Ventures Fund 83 LLC	2011-10-10	2014-10-21	2014-10-21
US8868450	Limited-use browser and security system	KUALO PROPERTIES AU LLC	2011-08-18	2014-10-21	2014-10-21
US8868501	METHOD FOR NOTIFYING USERS OF FILE UPDATES ON COMPUTING DEVICES USING CONTENT SIGNATURES	Carmenso Data LLC,EINSTEIN'S ELEPHANT, INC.	2011-09-23	2014-10-21	2014-10-21
US8868641	SYSTEM, METHOD AND COMPUTER PROGRAM PRODUCT FOR GATHERING AND DELIVERING PERSONALIZED USER INFORMATION	ONEDERLAND TECHNOLOGY LLC	2010-04-07	2014-10-21	2014-10-21
US8868715	Report generation and visualization systems and methods and their use in testing frameworks for determining suitability of a network for target applications	Volli Polymer GmbH LLC	2002-10-15	2014-10-21	2014-10-21
US8868778	Transmission Bandwidth And Memory Requirements Reduction In A Portable Image Capture Device	KDL Scan Designs LLC	2011-10-25	2014-10-21	2014-10-21
US8869241	Network Acquired Behavioral Fingerprint For Authentication	Elwha LLC	2012-06-29	2014-10-21	2014-10-21
US8870633	Cryo-Shucking of Oysters	Elwha LLC	2013-06-07	2014-10-28	2014-10-28
US8871121	Optical And Metamaterial Devices Based On Reactive Composite Materials	Invention Science Fund I LLC	2008-10-23	2014-10-28	2014-10-28
US8872022	Phase-Change Cooling of Subterranean Power Lines	Elwha LLC	2012-07-18	2014-10-28	2014-10-28
US8872619	SECURING A TRANSACTION BETWEEN A TRANSPONDER AND A READER	Xatra Fund MX LLC	2007-05-03	2014-10-28	2014-10-28
US8873851	SYSTEM FOR PRESENTING HIGH-INTEREST-LEVEL IMAGES	Intellectual Ventures Fund 83 LLC	2012-06-29	2014-10-28	2014-10-28
US8874244	Methods and systems employing digital content	Digimarc Corp	2007-05-10	2014-10-28	2014-10-28
US8874425	Implementing Performance-Dependent Transfer or Execution Decisions from Service Emulation Indications	Invention Science Fund I LLC	2007-06-28	2014-10-28	2014-10-28
US8874477	MULTIFACTORIAL OPTIMIZATION SYSTEM AND METHOD	Meadwestvaco Corp	2006-08-29	2014-10-28	2014-10-28
US8874659	Mechanism for Discovering and Recovering Missing Emails in an Email Conversation	Misaki Acquisitions LLC	2007-06-19	2014-10-28	2014-10-28
US8874774	Fault tolerance in a distributed streaming system	ASTER RISK MANAGEMENT LLC	2009-10-15	2014-10-28	2014-10-28
US8874775	Balancing a distributed system by replacing overloaded servers	ASTER RISK MANAGEMENT LLC	2009-10-15	2014-10-28	2014-10-28
US8875363	Thin film capacitors on metal foils and methods of manufacturing same	CDA Processing LLC	2008-09-25	2014-11-04	2014-11-04
US8875807	Optical Power for Self-Propelled Mineral Mole	Elwha LLC	2011-09-30	2014-11-04	2014-11-04
US8875990	Systems and Methods for Allocating a Payment Authorization Request to a Payment Processor	Lead Core Fund LLC	2009-01-13	2014-11-04	2014-11-04
US8876688	Combination Treatment Modification Methods And Systems	Invention Science Fund I LLC	2008-06-06	2014-11-04	2014-11-04
US8878917	Position-Permissive Autostereoscopic Display Systems and methods	EHN Spire LLC	2009-04-22	2014-11-04	2014-11-04
US8879306	Magnetic Memory Circuit with Stress Inducing Layer	III Holdings 1 LLC	2011-08-12	2014-11-04	2014-11-04
US8879314	Memory Cell with Schottky Diode	III Holdings 1 LLC	2011-06-06	2014-11-04	2014-11-04
US8879658	Iterative interference suppressor for wireless multiple-access systems with multiple receive antennas	III Holdings 1 LLC	2013-05-17	2014-11-04	2014-11-04
US8880890	Write Accessibility for Electronic Paper	Invention Science Fund I LLC	2010-12-21	2014-11-04	2014-11-04
US8881270	Method and Apparatus for Selectively Enabling a Microprocessor-Based System	Creative Mines LLC	2013-03-15	2014-11-04	2014-11-04
US8881636	Systems and Methods for Deflecting Objects with Rocket Exhaust	Elwha LLC	2012-09-19	2014-11-11	2014-11-11
US8884260	Phase-change memory element	Higgs Opl Capital LLC	2013-10-24	2014-11-11	2014-11-11
US8884550	Method for Driving LED	Point Somee LLC	2014-05-01	2014-11-11	2014-11-11
US8884809	Personal Electronic Device Providing Enhanced User Environmental Awareness	Invention Science Fund I LLC	2011-07-29	2014-11-11	2014-11-11
US8884927	Tactile Feedback Generated by Phase Conjugation of Ultrasound Surface Acoustic Waves	Elwha LLC	2013-06-27	2014-11-11	2014-11-11
US8885824	Right Of Individual Privacy And Public Safety Protection Via Double Encrypted Lock Box	Elwha LLC	2012-07-12	2014-11-11	2014-11-11
US8886227	Method and system of providing event content sharing by mobile communication devices	Tekla Pehr LLC	2011-05-13	2014-11-11	2014-11-11
US8886383	Automated Systems, Devices, and Methods for Transporting and Supporting Patients	Elwha LLC	2012-09-28	2014-11-11	2014-11-11
US8886392	METHODS, DEVICES, AND MEDIUMS ASSOCIATED WITH MANAGING VEHICLE MAINTENANCE ACTIVITIES	Intellectual Ventures Fund 79 LLC	2011-12-21	2014-11-11	2014-11-11
US8887055	METHODS AND DEVICES FOR RECORDING CHANGES IN VISUAL STIMULI OBSERVED THROUGH BROWSER-BASED INTERFACES	Schlucktronix LLC	2010-08-10	2014-11-11	2014-11-11
US8887294	System and Method for Protecting Data Stored on a Removable Data Storage Device	Elwha LLC	2014-01-28	2014-11-11	2014-11-11
US8891278	Stack position determination in memory devices configured for stacked arrangements	III Holdings 2 LLC	2012-02-03	2014-11-18	2014-11-18
US8891504	METHODS AND APPARATUS FOR PROVIDING QUALITY OF SERVICE GUARANTEES IN COMPUTER NETWORKS	Great Links G B LLC	2012-10-05	2014-11-18	2014-11-18
US8892084	Deactivation System and Method for a Transferable Device	Invention Science Fund I LLC	2012-09-10	2014-11-18	2014-11-18
US8892249	Substance Control System and Method for Dispensing Systems	Elwha LLC	2011-09-16	2014-11-18	2014-11-18
US8892495	HUMAN FACTORED INTERFACE INCORPORATING ADAPTIVE PATTERN RECOGNITION-BASED CONTROLLER APPARATUS	Blanding Hovenweep LLC	2013-01-08	2014-11-18	2014-11-18
US8892600	NETWORK ATTACHED DEVICE WITH DEDICATED FIREWALL SECURITY	ROBUST NETWORKS LLC	2012-10-31	2014-11-18	2014-11-18
US8892839	Methods, systems, and storage mediums for managing content storage and selection	Chanyu Holdings LLC	2008-07-01	2014-11-18	2014-11-18
US8893111	Event Evaluation Using Extrinsic State Information	Invention Science Fund I LLC	2006-03-31	2014-11-18	2014-11-18
US8893264	Encryption and authentication systems and methods	Bolique Applications Ltd LLC	2013-03-29	2014-11-18	2014-11-18
US8896397	Surface acoustic wave device and method of adjusting LC component of surface acoustic wave device	Intellectual Ventures Fund 77 LLC	2013-04-04	2014-11-25	2014-11-25
US8897053	Signal timing alignment based on a common data strobe in memory devices configured for stacked arrangements	III Holdings 2 LLC	2012-06-27	2014-11-25	2014-11-25
US8897114	Topographic Feedforward System	Elwha LLC	2014-05-23	2014-11-25	2014-11-25
US8897115	Topographic Feedforward System	Elwha LLC	2014-05-23	2014-11-25	2014-11-25
US8897116	Systems and Methods for Atomic Film Data Storage	Elwha LLC	2013-08-29	2014-11-25	2014-11-25
US8897485	DETERMINING AN INTEREST LEVEL FOR AN IMAGE	Intellectual Ventures Fund 83 LLC	2012-06-29	2014-11-25	2014-11-25
US8897605	Decoding Digital Information Included in a Hand-Formed Expression	Invention Science Fund I LLC	2011-01-17	2014-11-25	2014-11-25
US8897828	Power control in a wireless communication system	Intellectual Ventures Holding 81 LLC	2004-08-12	2014-11-25	2014-11-25
US8898379	DIGITAL COMPONENT POWER SAVINGS IN A HOST DEVICE AND METHOD	Benhov GmbH LLC	2012-12-27	2014-11-25	2014-11-25
US8898395	MEMORY MANAGEMENT FOR CACHE CONSISTENCY	Intellectual Venture Funding LLC	2008-05-15	2014-11-25	2014-11-25
US8898616	Software controlled transistor body bias	Intellectual Venture Funding LLC	2013-01-14	2014-11-25	2014-11-25
US8900883	Methods for Manufacturing Carbon Ribbons for Magnetic Devices	III Holdings 1 LLC	2012-03-22	2014-12-02	2014-12-02
US8901703	Electronic Device	NXP BV	2005-05-03	2014-12-02	2014-12-02
US8902320	Shared Image Device Synchronization or Designation	Invention Science Fund I LLC	2005-06-14	2014-12-02	2014-12-02
US8902882	Systems and methods for providing customer support	Muse Green Investments LLC	2012-11-16	2014-12-02	2014-12-02
US8903334	Detachable wireless terminal	MOCHIS INVESTMENT LLC	2012-12-28	2014-12-02	2014-12-02
US8905301	System, method, and computer program product for issuing and using debit cards	III Holdings 1 LLC	2010-10-19	2014-12-09	2014-12-09
US8905843	Image integration, mapping and linking system and methodology	BASSILIC TECHNOLOGIES LLC	2013-11-13	2014-12-09	2014-12-09
US8907473	Semiconductor device having a diamond substrate heat spreader	Estivation Properties LLC	2009-02-02	2014-12-09	2014-12-09
US8907948	Occlusion reduction and magnification for multidimensional data presentations	Noregin Assets LLC NV	2010-05-04	2014-12-09	2014-12-09
US8908530	DEMAND-DRIVEN PRIORITIZED DATA STRUCTURE	TTI Inventions C LLC	2010-08-12	2014-12-09	2014-12-09
US8909307	Customized Hardware Selection for a Mobile Phone	Elwha LLC	2013-02-12	2014-12-09	2014-12-09
US8909639	Selection of Keyword Phrases for Provising Contextually Relevant Content to Users	RADEMACHER PROCESSING L.L.C.	2012-05-22	2014-12-09	2014-12-09
US8909729	System and method for sharing digital media content	Portulim Foundation LLC	2007-03-12	2014-12-09	2014-12-09
US8909738	Redundant Data Forwarding Storage	Tajitshu Transfer LLC	2013-05-30	2014-12-09	2014-12-09
US8909776	Pause and replay of media content through bookmarks on a server device	III Holdings 1 LLC	2010-12-01	2014-12-09	2014-12-09
US8909802	HYPERLINKS	VocalComm Group LLC	2005-05-18	2014-12-09	2014-12-09
US8910033	Implementing Group Content Substitution in Media Works	Invention Science Fund I LLC	2007-05-25	2014-12-09	2014-12-09
US8910071	IMAGE DISPLAY TABS FOR ACCESSING SOCIAL INFORMATION	Intellectual Ventures Fund 83 LLC	2011-07-27	2014-12-09	2014-12-09
US8910874	Method for Providing Mobile Service using Code-pattern	III Holdings 1 LLC	2013-08-19	2014-12-16	2014-12-16
US8912719	Low Pressure Lamp Using Non-Mercury Materials	Elwha LLC	2014-05-08	2014-12-16	2014-12-16
US8913069	Magnetic memory display driver system	III Holdings 1 LLC	2010-02-16	2014-12-16	2014-12-16
US8913301	IMAGING PRODUCT LAYOUT METHOD	Intellectual Ventures Fund 83 LLC	2010-10-28	2014-12-16	2014-12-16
US8913424	Magnetic Enhancement Layer in Memory Cell	III Holdings 1 LLC	2013-09-17	2014-12-16	2014-12-16
US8913618	Reordering packets	BUNSON BELL LLC	2011-12-27	2014-12-16	2014-12-16
US8913753	Selective Audio/Sound Aspects	Invention Science Fund I LLC	2010-09-22	2014-12-16	2014-12-16
US8914509	EXTENSIBLE CONFIGURATION METHODS FOR OPTICAL NETWORKING APPARATUSES WITH MULTIPLE MULTI-PROTOCOL OPTICAL NETWORKING MODULES	Null Networks LLC	2002-08-02	2014-12-16	2014-12-16
US8914545	Systems and methods for lossless compression of data and high speed manipulation thereof	III Holdings 1 LLC	2012-08-21	2014-12-16	2014-12-16
US8914865	Data storage and access facilitating techniques	Loughton Tech LLC	2007-05-29	2014-12-16	2014-12-16
US8917442	Focusing Electromagnetic Radiation Within a Turbid Medium Using Ultrasonic Modulation	Elwha LLC	2012-09-20	2014-12-23	2014-12-23
US8917716	Mesh network telephone system	Muse Green Investments LLC	2006-04-17	2014-12-23	2014-12-23
US8917943	DETERMINING IMAGE-BASED PRODUCT FROM DIGITAL IMAGE COLLECTION	Intellectual Ventures Fund 83 LLC	2012-05-11	2014-12-23	2014-12-23
US8918523	GRAPHICAL USER INTERFACE (GUI) FOR ADMINISTERING A NETWORK IMPLEMENTING MEDIA AGGREGATION 	PROM KS MGMT LLC	2012-05-11	2014-12-23	2014-12-23
US8918786	Generating Simulated Stall Signals Based On Access Speed Model Or History Of Requests Independent Of Actual Processing Or Handling Of Conflicting Requests	NXP BV	2008-03-26	2014-12-23	2014-12-23
US8918839	SYSTEM AND METHOD FOR PROVIDING MULTI-LOCATION ACCESS MANAGEMENT TO SECURED ITEMS	Intellectual Ventures I LLC	2011-11-21	2014-12-23	2014-12-23
US8918861	Marking One or More Items in Response to Determining Device Transfer	Elwha LLC	2011-12-14	2014-12-23	2014-12-23
US8919641	Systems and methods for risk triggering values	III Holdings 1 LLC	2012-01-18	2014-12-30	2014-12-30
US8923256	TRANSFER OF PACKET DATA IN SYSTEM COMPRISING MOBILE TERMINAL, WIRELESS LOCAL NETWORK AND MOBILE NETWORK	Intellectual Ventures I LLC	2004-06-24	2014-12-30	2014-12-30
US8923276	Internet protocol telephony voice/video message deposit and retrieval	Tekla Pehr LLC	2009-05-11	2014-12-30	2014-12-30
US8923749	Device Registration Using a Wireless Home Entertainment Hub	PORTO VINCI Ltd LLC	2006-09-26	2014-12-30	2014-12-30
US8923835	Bring Call Here Selectively	Invention Science Fund I LLC	2012-05-24	2014-12-30	2014-12-30
US8923846	RECOVERY TECHNIQUES IN MOBILE NETWORKS	Intellectual Ventures I LLC	2013-10-21	2014-12-30	2014-12-30
US8924310	Methods and apparatus for conducting electronic transactions	Lead Core Fund LLC	2012-06-15	2014-12-30	2014-12-30
US8924566	METHOD AND APPARATUS FOR COMPUTING OVER A WIDE AREA NETWORK	Reference Ltd LLC	2000-10-16	2014-12-30	2014-12-30
US8924648	 METHOD AND SYSTEM FOR CACHING ATTRIBUTE DATA FOR MATCHING ATTRIBUTES WITH PHYSICAL ADDRESSES	Intellectual Venture Funding LLC	2013-09-20	2014-12-30	2014-12-30
US8924844	OBJECT ANNOTATION	VISUAL CUES LLC	2007-03-13	2014-12-30	2014-12-30
US8925078	Systems and Methods for Preventing Data Remanence in Memory	Elwha LLC	2014-05-09	2014-12-30	2014-12-30
US8925098	Data Security and Access Tracking in Memory	Elwha LLC	2013-01-10	2014-12-30	2014-12-30
US8925798	Systems and methods for risk triggering values	III Holdings 1 LLC	2011-12-16	2015-01-06	2015-01-06
US8925806	Wireless Transaction Medium Having Combined Magnetic Stripe and Radio Frequency Communications	III Holdings 1 LLC	2013-10-21	2015-01-06	2015-01-06
US8928228	Embodiments of a Field Emission Device	Elwha LLC	2013-04-26	2015-01-06	2015-01-06
US8928443	Electrical Device With Emergency Cooling System	Elwha LLC	2012-05-17	2015-01-06	2015-01-06
US8928632	Handwriting Regions Keyed to a Data Receptor	Invention Science Fund I LLC	2010-07-20	2015-01-06	2015-01-06
US8928695	Formatting of One or More Persistent Augmentations in an Augmented View in Response to Multiple Input Factors	Elwha LLC	2012-10-05	2015-01-06	2015-01-06
US8929131	Magnetic Memory Element And Non-Volatile Storage Device	Fuji Electric Holdings Co Ltd	2009-08-25	2015-01-06	2015-01-06
US8929208	Conditionally Releasing a Communique Determined to be Affiliated with a Particular Source Entity in Response to Detecting Occurrence of One or More Environmental Aspects	Invention Science Fund I LLC	2010-10-12	2015-01-06	2015-01-06
US8929394	END-TO-END SERVICE QUALITY FOR LATENCY-INTENSIVE INTERNET PROTOCOL (IP) APPLICATIONS IN A HETEROGENEOUS, MULTI-VENDOR ENVIRONMENT	PROM KS MGMT LLC	2012-10-01	2015-01-06	2015-01-06
US8929555	Data Encryption Systems And Methods	Transpacific IP Ltd	2004-11-23	2015-01-06	2015-01-06
US8930208	Methods And Systems For Detecting A Bioactive Agent Effect	Invention Science Fund I LLC	2008-09-12	2015-01-06	2015-01-06
US8930714	Encrypted Memory	Elwha LLC	2011-07-29	2015-01-06	2015-01-06
US8930999	METHODS, DEVICES, AND MEDIUMS FOR GENERATING A PROGRAMMING MENU	Intellectual Ventures Fund 79 LLC	2011-06-29	2015-01-06	2015-01-06
